controller,scenario,pc1,pc2,action,abs_action
PID,baseline_steady_state,0.9174430004977343,-0.6119192564395647,0.0,0.0
PID,baseline_steady_state,1.1106289115319388,-0.4093649799440566,0.1986946961430811,0.1986946961430811
PID,baseline_steady_state,1.609916341919818,0.3784083915770346,1.0,1.0
PID,baseline_steady_state,1.6100995881764704,0.3935317639513176,1.0,1.0
PID,baseline_steady_state,1.5730659528672148,0.41016893564256435,1.0,1.0
PID,baseline_steady_state,1.5012611395318773,0.4285268328757996,1.0,1.0
PID,baseline_steady_state,1.3970244596519286,0.44903317187401404,1.0,1.0
PID,baseline_steady_state,1.2624568721911826,0.4722151185116657,1.0,1.0
PID,baseline_steady_state,1.0995356763432151,0.49864385959775714,1.0,1.0
PID,baseline_steady_state,0.9101117719600158,0.5288804792576283,1.0,1.0
PID,baseline_steady_state,0.6958567209567706,0.5634601694592596,1.0,1.0
PID,baseline_steady_state,0.4583916414494095,0.6028633398883938,1.0,1.0
PID,baseline_steady_state,0.19918947583605548,0.6475148841405592,1.0,1.0
PID,baseline_steady_state,-0.08037615922495205,0.6977760629608473,1.0,1.0
PID,baseline_steady_state,-0.3790266850323501,0.7539625644096954,1.0,1.0
PID,baseline_steady_state,-0.6948105955292652,0.816355627809244,1.0,1.0
PID,baseline_steady_state,-1.0272920884167878,0.8850841385152396,1.0,1.0
PID,baseline_steady_state,-1.3746487327888812,0.9603403559928461,1.0,1.0
PID,baseline_steady_state,-1.7371685470335507,1.0421176623104307,1.0,1.0
PID,baseline_steady_state,-2.112235190293138,1.1305872368421523,1.0,1.0
PID,baseline_steady_state,-2.5017954171764036,1.2255827416952907,1.0,1.0
PID,baseline_steady_state,-2.9006576607669197,1.3273823886552778,1.0,1.0
PID,cascading_grid_fault_and_recovery,0.9174430004977343,-0.6119192564395647,0.0,0.0
PID,cascading_grid_fault_and_recovery,1.1106289115319388,-0.4093649799440566,0.1986946961430811,0.1986946961430811
PID,cascading_grid_fault_and_recovery,1.609916341919818,0.3784083915770346,1.0,1.0
PID,cascading_grid_fault_and_recovery,1.6100995881764704,0.3935317639513176,1.0,1.0
PID,cascading_grid_fault_and_recovery,1.5730659528672148,0.41016893564256435,1.0,1.0
PID,cascading_grid_fault_and_recovery,1.5012611395318773,0.4285268328757996,1.0,1.0
PID,cascading_grid_fault_and_recovery,1.3970244596519286,0.44903317187401404,1.0,1.0
PID,cascading_grid_fault_and_recovery,1.2624568721911826,0.4722151185116657,1.0,1.0
PID,cascading_grid_fault_and_recovery,1.0995356763432151,0.49864385959775714,1.0,1.0
PID,cascading_grid_fault_and_recovery,0.9101117719600158,0.5288804792576283,1.0,1.0
PID,cascading_grid_fault_and_recovery,0.6958567209567706,0.5634601694592596,1.0,1.0
PID,cascading_grid_fault_and_recovery,0.4583916414494095,0.6028633398883938,1.0,1.0
PID,cascading_grid_fault_and_recovery,0.19918947583605548,0.6475148841405592,1.0,1.0
PID,cascading_grid_fault_and_recovery,-0.08037615922495205,0.6977760629608473,1.0,1.0
PID,cascading_grid_fault_and_recovery,-0.3790266850323501,0.7539625644096954,1.0,1.0
PID,cascading_grid_fault_and_recovery,-0.6948105955292652,0.816355627809244,1.0,1.0
PID,cascading_grid_fault_and_recovery,-1.0272920884167878,0.8850841385152396,1.0,1.0
